text,,,,,,,,,,,,,,,,,,,,
"What a bittersweet day, but still unbelievable stoked to call him a Hall of Famer officially. I would give anything… https://t.co/vbEwcyFzv4",,,,,,,,,,,,,,,,,,,,
"I thought I was done crying 😔💔
True Greatness 🐍 
#ripkobe #ripgigi https://t.co/j7Zes00IGA",,,,,,,,,,,,,,,,,,,,
"2001 @SHAQ in the NBA finals vs. Sixers was UNSTOPPABLE! They threw everybody at him too! Mutombo, Geiger, Tyrone H… https://t.co/RANKc5zoAz",,,,,,,,,,,,,,,,,,,,
Latest NBA Hall of Famer #ripKobe #KH3320 https://t.co/EQ0J31MICf,,,,,,,,,,,,,,,,,,,,
"@SportsCenter What a class so far, grew up watching all of these guys playing basketball. #RIPKobe Well deserved to all 3 of them. 👏🏾👏🏾👏🏾",,,,,,,,,,,,,,,,,,,,
Dam this hof video got me in the feels😪 #ripkobe,,,,,,,,,,,,,,,,,,,,
"ABC, ESPN... Had I known that this was the replay for the day, I wouldn't have tuned in. I'm still hurting over Kob… https://t.co/RnOq4bIleI",,,,,,,,,,,,,,,,,,,,
"@espn Kobe Bryant AR Bust! Hall of Fame - Congrats Kobe

Comment: ""Kobe"" to Try Yourself

#kobe #kobebryant #rip… https://t.co/QIb5QGGdiI",,,,,,,,,,,,,,,,,,,,
"@Hoophall @NBA @NBAHistory @Lakers Kobe Bryant AR Bust! Hall of Fame - Congrats Kobe

Comment: ""Kobe"" to Try Yourse… https://t.co/ihz2FHF3mx",,,,,,,,,,,,,,,,,,,,
"@Lakers Kobe Bryant AR Bust! Hall of Fame - Congrats Kobe

Comment: ""Kobe"" to Try Yourself

#kobe #kobebryant #rip… https://t.co/Jc15cXLdrC",,,,,,,,,,,,,,,,,,,,
"@Lakers Kobe Bryant AR Bust! Hall of Fame - Congrats Kobe

Comment: ""Kobe"" to Try Yourself

#kobe #kobebryant #rip… https://t.co/SJJE4ZhCiw",,,,,,,,,,,,,,,,,,,,
"Kobe Bryant AR Bust! Hall of Fame - Congrats Kobe

Comment: ""Kobe"" to Try Yourself

#kobe #kobebryant #rip #ripkobe… https://t.co/zQmx1z07zX",,,,,,,,,,,,,,,,,,,,
"Kobe's final game is on ESPN right now..Water usually doesn't promote these other networks, but if you respect your… https://t.co/7r88CjIcxz",,,,,,,,,,,,,,,,,,,,
@Lakers Wish he could be here to see this... One of the reasons I started watching basketball #ripkobe,,,,,,,,,,,,,,,,,,,,
Congrats to the late great Kobe Bryant!! We all knew it was happening but we wish you was here to celebrate it with us!! #HOF #RIPKobe 💜💛🙏🏾,,,,,,,,,,,,,,,,,,,,
"Well deserved. Still hurts my heart. Still shedding tears. My favorite athlete of all time is really gone! 💔

Conti… https://t.co/52F69RboVB",,,,,,,,,,,,,,,,,,,,
Hall of Famer. The 🐐 @kobebryant #RIPKobe🙏🏽,,,,,,,,,,,,,,,,,,,,
...@espn set me back a couple months! #RIPKobe,,,,,,,,,,,,,,,,,,,,
I was looking forward too his HOF speech 😭😭😭😭 #RIPKOBE #MAMBAIN https://t.co/5i6nTGhUVd,,,,,,,,,,,,,,,,,,,,
"Shit ain't fair, Kobe deserved to live this moment and enjoy it. All his hard work and dedication to the game and h… https://t.co/nPmWEopuZi",,,,,,,,,,,,,,,,,,,,
Just watched Vannesa's interview and totally lost it. 😪😪😪 #ripkobe #HOF,,,,,,,,,,,,,,,,,,,,
Congratulations KOBE! It's been a long time coming. You deserve this! Miss you always Mamba🙏🏽 #RIPKOBE 🏆 https://t.co/88yO1ffXua,,,,,,,,,,,,,,,,,,,,
@Kassting He truly was my hero! A father figure when I didn't have one! #RIPKobe 💛💜,,,,,,,,,,,,,,,,,,,,
"#KobeBryant - 2020 Basketball Hall of Fame inductee 

#RIPKobe https://t.co/PI0DP3RyKn",,,,,,,,,,,,,,,,,,,,
So happy that Kobe was inducted into the hall of fame! But not hearing his HOF speech feels like we got robbed #RIPKOBE,,,,,,,,,,,,,,,,,,,,
This gone hurt without that Kobe speech😭 #RIPKOBE https://t.co/E3rTM2krk0,,,,,,,,,,,,,,,,,,,,
"@Lakers #Kobe deserves it, he was a true legend #RIPKobeBryant #RIPKobe",,,,,,,,,,,,,,,,,,,,
"God gave us one month to mourn Kobe then the #COVID19Pandemic took over. Such is life, it goes on! #RIPKobe🌹",,,,,,,,,,,,,,,,,,,,
"Hey @kobebryant • 
Welcome to the Hall 🏀 
.
.
#kobebryant #kobe #kobeandgigi #nbahalloffame #ripkobe #kobemural Mur… https://t.co/gf5rpWwg25",,,,,,,,,,,,,,,,,,,,
I was really looking forward to hearing Kobe's Hall of Fame speech #ripkobe,,,,,,,,,,,,,,,,,,,,
"Hey @kobebryant • 
Welcome to the Hall 🏀 
.
.
#kobebryant #kobe #kobeandgigi #nbahalloffame #ripkobe #kobemural @ L… https://t.co/aFNbt3vDdQ",,,,,,,,,,,,,,,,,,,,
"@Polo_Capalot Tribute ""24"" #kobebryant 🏀🕊🗣🙏🏾 #ripkobebryant #ripkobe🕊 @ Kobe Bryant's Legacy 8/24 https://t.co/xEPMKHmEyw",,,,,,,,,,,,,,,,,,,,
"A reminder that a lifetime of events have happened in just a few short weeks. 

If you are feeling a bit of emotion… https://t.co/jkjkKNnufu",,,,,,,,,,,,,,,,,,,,
#VanessaBryant &amp; #NataliaBryant speak on #KobeBryant's induction into the Basketball Hall of Fame. #ripkobe… https://t.co/muUTKLNgJd,,,,,,,,,,,,,,,,,,,,
Whatever you say about Kobe one thing is clear; he was a loving family man. His wife and children seem to hold him… https://t.co/g6ZRbrFzVA,,,,,,,,,,,,,,,,,,,,
"Knowing how Kobe was always working hard and planning ahead, a part of me feel like somewhere he already got a roug… https://t.co/a9CDAWol7U",,,,,,,,,,,,,,,,,,,,
"Sometimes, you can't get a full grasp on greatness until greatness is gone. #RIPKobe https://t.co/ov6DGRnMZ9",,,,,,,,,,,,,,,,,,,,
@SInow @edeweysmith The Black Mamba https://t.co/OWTeBm0F4z #HiF #RIPKobe,,,,,,,,,,,,,,,,,,,,
@SportsCenter Both Kobe and GiGi had so much more to offer in life. #RipKobe #RipGiGI #MambaForever #MambaMentality https://t.co/vINLVTCiO6,,,,,,,,,,,,,,,,,,,,
Congrats to the G.O.A.T.!!! #RIPKobe 😎👼🏽🙏🏽😇🐐💜💛 https://t.co/jspehne8aT,,,,,,,,,,,,,,,,,,,,
@SportsCenter Greatness https://t.co/OWTeBm0F4z #Kobe #RIPKobe #HOF,,,,,,,,,,,,,,,,,,,,
@espn Kobe enters the Hall of Fame  https://t.co/OWTeBm0F4z #HOF #RIPKObe,,,,,,,,,,,,,,,,,,,,
@SportsCenter Kobe to the Hall of Fame https://t.co/OWTeBm0F4z #HOF #RIPKobe,,,,,,,,,,,,,,,,,,,,
@TwitterMoments @Hoophall A Legend https://t.co/OWTeBm0F4z #HOF #RIPKobe,,,,,,,,,,,,,,,,,,,,
"Congrats to Kobe, KG, TD, and Catchings on going to the Hall. Was blessed to watch and follow their entire career.… https://t.co/QWWccAfJpI",,,,,,,,,,,,,,,,,,,,
@espn Still A Legend https://t.co/ao8tSVf7mZ #RIPKobe #HOF,,,,,,,,,,,,,,,,,,,,
"Still can't believe my favorite athlete ever is gone, I'm fucking devastated man, I can't imagine how his family fe… https://t.co/vXogcbxiID",,,,,,,,,,,,,,,,,,,,
My God 🥺💔🙏🏽 This still hurts!! But she is such a strong woman! 🙏🏽 #RIPKobe 💛💜🕊 https://t.co/aW8IPF28eW,,,,,,,,,,,,,,,,,,,,
#KobeBryant has officially been inducted into the Basketball Hall of Fame class of 2020 🙏🏾🐐🏆 #ripkobe https://t.co/ooRAN6hFye,,,,,,,,,,,,,,,,,,,,
"What a trio to be inducted together. #RIPKobe ""Kobe Bryant, Tim Duncan, Kevin Garnett elected to Basketball Hall of… https://t.co/f9k9UhDGq1",,,,,,,,,,,,,,,,,,,,
What an amazing class. #MambaForever #MissyouMan #RipKobe #RipGiGi 24💛2💜🐍 https://t.co/Y8E43fRd0F,,,,,,,,,,,,,,,,,,,,
Hall Of Fame Mamba!!! @kobebryant congrats legend all your hard work paid off #RIPKobe #MambaForever,,,,,,,,,,,,,,,,,,,,
Kobe Bryant is officially in the Hall of Fame 🥺😢🙏🏻🕊🕊 #RipKobe https://t.co/rM9Bx8PQcs,,,,,,,,,,,,,,,,,,,,
Seeing Vanessa and Natalia on ESPN this morning just broke my heart. Still so sad #RIPKOBE,,,,,,,,,,,,,,,,,,,,
Es oficial Kobe Bryant #HallOfFamer #NBA #Lakers #LakeShow #BlackMamba #MambaMentality #MambaForever #RIPKobe https://t.co/GPH5ZdvGEX,,,,,,,,,,,,,,,,,,,,
Congrats to the new #NBA @Hoophall Inductees! #RIPKobe #Lakers #Spurs #KevinGarnett https://t.co/MwaHZMIiHE,,,,,,,,,,,,,,,,,,,,
Shout Out The 2020 NBA Hall of Fame Class #RipKobe,,,,,,,,,,,,,,,,,,,,
@espn We're all proud of him and the legacy he left behind. 😔 #RIPKobe 💛💜,,,,,,,,,,,,,,,,,,,,
@kobebryant is officially a Hall Of Famer 💛💜 #RIPKobe #DTOSports #LakeShow  https://t.co/H8TdFpxF38,,,,,,,,,,,,,,,,,,,,
Kobe's speech was gonna be one for the history books. #RIPKobe https://t.co/cmwTV7LHak,,,,,,,,,,,,,,,,,,,,
"Sad that we won't be able to hear his speech though.

Still can't believe he's actually gone. #RIPKobe https://t.co/Mw5r1L6DiA",,,,,,,,,,,,,,,,,,,,
Congratulations Kobe! We miss you! #MambaForever 🐍 #RIPKobe https://t.co/J37y6on1fE,,,,,,,,,,,,,,,,,,,,
"Top 5-ish best ever. Kobe's speech would've been epic.

When players are honored to join the best ever, they're tal… https://t.co/Mm2Lf10xDg",,,,,,,,,,,,,,,,,,,,
Best hall of fame class #ripkobe ❤️,,,,,,,,,,,,,,,,,,,,
"#MambaForever: So 🤔 cometh the day, the hour, the minute, a piece of me is going to die again, 🤔💔🏀⛹🏿‍♂️, #RIPKobe,… https://t.co/Mh2Nlfb1u0",,,,,,,,,,,,,,,,,,,,
"Bittersweet, but congratulations and #ripkobe  🙏🏼 https://t.co/T7y2oa4ivz",,,,,,,,,,,,,,,,,,,,
"@ESPNNBA Congrats, #ripkobe",,,,,,,,,,,,,,,,,,,,
"Kobe was supposed to go into the HALL OF FAME today, #ripkobe",,,,,,,,,,,,,,,,,,,,
You know you're getting up there in age when all the sports players you grew up watching as a kid get into the Hall… https://t.co/AoOYlK94rK,,,,,,,,,,,,,,,,,,,,
This year has been awful. This news brings a smile to my face. #MambaMentality #ripkobe #congratskobe https://t.co/aryeo1z699,,,,,,,,,,,,,,,,,,,,
Special day for the Bryant family #RIPKobe #RIPGigi,,,,,,,,,,,,,,,,,,,,
"It's too early to be this sad 
#RipKobe ❤️",,,,,,,,,,,,,,,,,,,,
immortalized. Thank you for inspiring millions @kobebryant. #ripkobe #ripgigi 🕊🙏🏽 https://t.co/iWctKStfSD,,,,,,,,,,,,,,,,,,,,
Congrats Kobe! New Basketball Hall of Famer. #RIPKobe #MambaForever #LakerNation https://t.co/RpiWHYDh1u,,,,,,,,,,,,,,,,,,,,
"Kobe Bean Bryant, Basketball 🏀 Hall of Famer. #RIPKOBE",,,,,,,,,,,,,,,,,,,,
Yeaaaah Kobe Bean #RIPKobe #HOF https://t.co/duHLl3U1kn,,,,,,,,,,,,,,,,,,,,
"#ripKobe. KG. Tim Duncan. 

Three legendary careers, and now, they're Hall of Famers.",,,,,,,,,,,,,,,,,,,,
@ESPNNBA Love this class. #RIPKOBE,,,,,,,,,,,,,,,,,,,,
REST WELL KOBE YOUVE DONE IT ALL NOW ! 🐐😔🙏🏾🙇🏽 #RIPKobe https://t.co/Iybz4uP7TJ,,,,,,,,,,,,,,,,,,,,
@Lakers Now I'm sad again #ripKobe https://t.co/gjitTwvn95,,,,,,,,,,,,,,,,,,,,
"Official: Kobe, Duncan, KG: First ballot Hall of Famers in Class of 2020!

#RIPKobe #NBAHallOfFame",,,,,,,,,,,,,,,,,,,,
No more deserving trio for the HOF! #nbahalloffame #nbanews #timduncan #kevingarnett #KobeBryant #ripkobe… https://t.co/LOOF1Hys0D,,,,,,,,,,,,,,,,,,,,
@scott_pianowski Magic for me. Made every teammate better at all times. #ripkobe,,,,,,,,,,,,,,,,,,,,
"Kobe Bryant tribute by 13y.o boy Jad #KobeBryant #VanessaBryant https://t.co/lskxJOYu2p 
@kobebryant @NBA… https://t.co/g04gW7k21n",,,,,,,,,,,,,,,,,,,,
""" Man The Year 2020 Is Super Trash! ""

#AustraliaWildfires #RIPKobe #DonaldTrumpIsSuperTrash #Covid19 #CoronaVirus #BadEconomy",,,,,,,,,,,,,,,,,,,,
@paugasol @GasolFoundation Thank you for 3 straight Finals appearances and 2 Finals wins 2008-2010 appreciate your… https://t.co/FhJTGZyMXu,,,,,,,,,,,,,,,,,,,,
Can't wait to hear my favorite basketball player get inducted into the Hall of Fame today #RIPKOBE #MambaMentality🐍 https://t.co/8FwmHipE5o,,,,,,,,,,,,,,,,,,,,
"Today, @kobebryant will offically be announced into the @Hoophall !  #RIPKobe 😢",,,,,,,,,,,,,,,,,,,,
"Kobe Bryant Draft Jersey 
Add Thrillythrowbacks on Instagram DM us!-
  https://t.co/JqwNP7RxkJ…
#KobeBryant #Kobe… https://t.co/Sdb4Is4UFT",,,,,,,,,,,,,,,,,,,,
Can't believe it's been 5 years since Kobe died. #RIPkobe #COVID19,,,,,,,,,,,,,,,,,,,,
"Kobe Bryant Tribute (Bets plays of all time in NBA history)
https://t.co/6KnSol9UCV
#nba #kobe #KobeBryant… https://t.co/BAZRA5eQPx",,,,,,,,,,,,,,,,,,,,
"January=Kobe x Ashraf Sinclair
February-March=Corona fucking virus
April=This fucking work looks like venom
Whats n… https://t.co/dXDQzpT0Mg",,,,,,,,,,,,,,,,,,,,
"#TROPHY🏆 Now Streaming Everywhere

🏆https://t.co/IceeJ9VtLi🏆

#RIPKOBE💜 #FAUXRMG #FAUXEVER https://t.co/LKQ9gS4uYU",,,,,,,,,,,,,,,,,,,,
#kobebryant #kevingarnett and #timduncan wi he inducted into the hall of fame 💯 #ripkobe https://t.co/ry3bC0KZHL,,,,,,,,,,,,,,,,,,,,
R.I.P Nipsey &amp; Kobe! 🙏🏽💔 #RIPKobe #ripnipseyhussle https://t.co/Bo6jOYWdah,,,,,,,,,,,,,,,,,,,,
Inside look at the weekend paper. #ripkobe #ripkobebryant #kevingarnett #timduncan #basketballhalloffame… https://t.co/vvV48DMYGq,,,,,,,,,,,,,,,,,,,,
"Congrats to the 3 icons of the late 90s/2000s. The Big Ticket, The Big Fundamental, and of course the Black Mamba a… https://t.co/n6RWeak3sq",,,,,,,,,,,,,,,,,,,,
"new song ! 
#rap #trap #trending #coronavirus #quarantine #ripkobe #newmusic #music #upcomingrapper… https://t.co/UnGM3xB6lm",,,,,,,,,,,,,,,,,,,,
"from the album ! 
#rap #trap #trending #coronavirus #quarantine #ripkobe #newmusic #music #upcomingrapper… https://t.co/w1bpGOwn6Y",,,,,,,,,,,,,,,,,,,,
@LakerGangDay I know right lol the world gonna hate on is so bad #RIPKOBE,,,,,,,,,,,,,,,,,,,,
Run this town #RIPKOBE #RIPGIGI #PS4share https://t.co/87QQk8hswU,,,,,,,,,,,,,,,,,,,,
Every couple of days I think of Kobe and Gigi and it's wild that is a reality. #ripkobe,,,,,,,,,,,,,,,,,,,,
"In our hearts, on our minds ❤️🙏🏾 #RipKobe https://t.co/jSeQl77Ltq",,,,,,,,,,,,,,,,,,,,
Nice touch @Drake adding Kobe #24/#8 jersey to your new music video #RIPKobe,,,,,,,,,,,,,,,,,,,,
"Forever Mamba 🐍🐍🐍
Always Winning #RIPKobE https://t.co/AarX8OuF2L",,,,,,,,,,,,,,,,,,,,
My favorite Laker off all time. #RIPKobe https://t.co/t2FCj24SU6,,,,,,,,,,,,,,,,,,,,
I love the #toosieslide and #drake mansion but this was honestly one of the best things of the video #RIPKobeBryant… https://t.co/bHJYTMv0es,,,,,,,,,,,,,,,,,,,,
"“Kobe my nigga I hate it had to be him.” 

Still can't believe we lost a legend. #RIPKobe https://t.co/OZcEvqmmR8",,,,,,,,,,,,,,,,,,,,
Shot my shot @ all the moms out there in Facebook by giving them an @ home workout plan! #RIPKOBE #healthiswealth a… https://t.co/5YFz5JlktX,,,,,,,,,,,,,,,,,,,,
"@musicfanatic07 Every fuckin day lol 
#ripkobe",,,,,,,,,,,,,,,,,,,,
@43leadfake My guy since Fair Park ! Happy 24 ! #RIPKOBE,,,,,,,,,,,,,,,,,,,,
That's great but sad because Kobe died before his HOF induction. #RIPKobe #MambaForever https://t.co/zN4fJnGBUh,,,,,,,,,,,,,,,,,,,,
"I always considered Kobe Bryant as the best of all time because he was growing up for my generation.
#RipKobe *NFS* https://t.co/lofu71VuEt",,,,,,,,,,,,,,,,,,,,
We will never hear Kobe's HOF speech #RIPKobe https://t.co/L3LrIIBcAc,,,,,,,,,,,,,,,,,,,,
After being sold out for so long on Amazon I finally was able to cop. #MambaMentality #RIPKobe https://t.co/t3q5QgHs5N,,,,,,,,,,,,,,,,,,,,
So excited that Kobe is officially getting elected to the HOF but sad af because my uncle cousin and brother were p… https://t.co/fObsyZXCkf,,,,,,,,,,,,,,,,,,,,
"@KevinFrazier yo Kevin, where can I get that Kobe shirt that you wore under your sports coat on air? #RIPKobe ##RIPGiGi",,,,,,,,,,,,,,,,,,,,
"Every time I see this picture, it means a little more. To the best mentor, happy birthday bro love ya. #ripKobe… https://t.co/BM4nIJkcWc",,,,,,,,,,,,,,,,,,,,
Playing at the Staples Center and seeing Kobe's jerseys in the rafters throws me off every time🙏🏽🙏🏽 #ripkobe,,,,,,,,,,,,,,,,,,,,
Our babies are clutch 🔥🔥🔥 #ripkobe #ripgigi https://t.co/rbX1s1lcwx,,,,,,,,,,,,,,,,,,,,
I'm ready for the #LakeShow to come back!💜💛 #LAKERS #RIPKOBE 💟 https://t.co/xubSp83qWE,,,,,,,,,,,,,,,,,,,,
Hell of a class. #RIPKobe https://t.co/FxXtp7MJGy,,,,,,,,,,,,,,,,,,,,
"This honor for @kobebryant was long overdue and well deserved! 

Kobe Bean Bryant, Hall Of Fame, MVP, Oscar winner,… https://t.co/phuY9x34zl",,,,,,,,,,,,,,,,,,,,
.@Drake pays respect to Kobe 💛💜 with 2 jerseys on his table in his latest video for #ToosieSlide #RIPKobe #LakeShow https://t.co/Z6q9nWqARI,,,,,,,,,,,,,,,,,,,,
"I think Kobe's HOF speech would've been the most memorable in the history of the NBA HOF (for the right reasons) 
N… https://t.co/QvIPAgAIFo",,,,,,,,,,,,,,,,,,,,
Yessir @Ronnie2K @NBA2K #RIPKOBE https://t.co/cjCN2cXVfm,,,,,,,,,,,,,,,,,,,,
I pray Kobe wrote his HOF speech and Vanessa reads it🤞🏾 The world needs it #RIPKobe #LakeShow,,,,,,,,,,,,,,,,,,,,
GAMES WITH HOMIES #KOUHAIGANG #RIPKOBE&amp;GIGI https://t.co/xvVEMtkUiU,,,,,,,,,,,,,,,,,,,,
"Kobe Bryant Draft Jersey 
Add Thrillythrowbacks on Instagram DM us!-
  https://t.co/gG3tlXeO7Y
#KobeBryant #Kobe… https://t.co/AKO2lSWURP",,,,,,,,,,,,,,,,,,,,
Why did I just break out in tears 😭. #ripKobe https://t.co/8OarMwcvex,,,,,,,,,,,,,,,,,,,,
They'll never be another. #RIPKobe #LakerNation https://t.co/7YepQ0DC7c,,,,,,,,,,,,,,,,,,,,
"Greatest. Class. Ever. I'm still deeply saddened my favorite player of all time won't be here for this. Miss you, K… https://t.co/q1I4glm5cI",,,,,,,,,,,,,,,,,,,,
@ShamsCharania @Hoophall @TheAthleticNBA @Stadium Legends! #RIPKobe #Bigticket https://t.co/DH59cLBvto,,,,,,,,,,,,,,,,,,,,
Timmy 🖐🏾 #ripkobe 🐐🐐 https://t.co/cm1m6urLpn,,,,,,,,,,,,,,,,,,,,
"Though knowing that fact we will not hear Kobe's HOF speech, absolutely breaks my heart 😭😭😭 #RIPKobe",,,,,,,,,,,,,,,,,,,,
Kobe Bryant will be inducted into the Hall of Fame!!!!!!!!! #RIPKobe #MambaForever #MambaMentality #HallofFameMamba,,,,,,,,,,,,,,,,,,,,
@ShamsCharania @Hoophall @TheAthleticNBA @Stadium It's going to be hard to watch for us @Lakers fans #RIPKOBE🙏🏾,,,,,,,,,,,,,,,,,,,,
Such a dope HOF class . Wish Kobe was here to experience this .. 😢 #RIPKOBE https://t.co/8FDXOQkONZ,,,,,,,,,,,,,,,,,,,,
@LakersDoug1 Beautiful 💜 #RIPKobe,,,,,,,,,,,,,,,,,,,,
In Venice with it🌴⛅️ #RIPKOBE #RIPGIGI 💛💜 https://t.co/S0zgyGIIo1,,,,,,,,,,,,,,,,,,,,
He been banging that mf 😂🐐 #RIPKobe💛💜 https://t.co/QT7oOwgHwy,,,,,,,,,,,,,,,,,,,,
Brotherly ❤️❤️❤️ #RIPGIANNA #RIPKOBE https://t.co/gMHVc9gJiM,,,,,,,,,,,,,,,,,,,,
"=32
Victory Lap Freestyle has 32 seconds of silence at the end, to pay respect to another great, Kobe Bryant...… https://t.co/eGukXjsJWE",,,,,,,,,,,,,,,,,,,,
"Just watched the Drake video...
When the camera moves over the Kobe jersey there is a Halo that comes out of it.
I… https://t.co/gYeBhnGOuw",,,,,,,,,,,,,,,,,,,,
Beautifully patched 💜💛🐍♾ #MambaForever #LakeShow #RIPKobe https://t.co/0wNxsOqDgJ,,,,,,,,,,,,,,,,,,,,
Oh no baby what is u doin 🦶 #bodybagstic #2ktvwow #2kCommunity #2kfreeagent #2kcrewfinder #ripkobe 🏁🐍 https://t.co/69OxIZS3Oj,,,,,,,,,,,,,,,,,,,,
shooters shoot 😏 #ripkobe,,,,,,,,,,,,,,,,,,,,
I was going through my memories and found this.. it's so weird how much shit involving helicopters surrounded Kobe.… https://t.co/ktIMwoKs1B,,,,,,,,,,,,,,,,,,,,
4 years ago today I was at Staples Center watching the 🐐 go to work. He dropped 34 that night  #RIPKobe https://t.co/HyC6KNM92M,,,,,,,,,,,,,,,,,,,,
Just me or is 2020 the worst year? #2020 #coronavirus #2020 #ripkobe #everythingisbadnowaDAYS,,,,,,,,,,,,,,,,,,,,
@maxisnicee This is pure GOLD my dude!  #RIPKobe,,,,,,,,,,,,,,,,,,,,
"33,643..........got damn Kobe was getting buckets 🔥🔥🔥🔥 #RIPKOBE",,,,,,,,,,,,,,,,,,,,
"Quote of the day, “ We all have self doubt. You don't deny it, but you also don't capitulate to it. You Embrace It.… https://t.co/kQLdJKf4a9",,,,,,,,,,,,,,,,,,,,
#drake tributes 🙏🏽👑💫late legend/basketball player #kobebryant in his music video🎥 #toosieslide by showing his jerse… https://t.co/dtLb9Abx5Z,,,,,,,,,,,,,,,,,,,,
@CBSPhilly its sinking in that the OLYMPICS hav been postponed to nxt yr.Was really lookin forward to it...Help tur… https://t.co/X84reWDbmo,,,,,,,,,,,,,,,,,,,,
Ouch!! Kobe's jerseys #ripkobe #tossieslide https://t.co/WVtzFXQ3Jj,,,,,,,,,,,,,,,,,,,,
Got to give man's respect for this. #ripkobe https://t.co/yjAx6XMRY1,,,,,,,,,,,,,,,,,,,,
#snippets to one of my #new #tracks #ballinlikekobe  from my #mixtape what yall think #vicwin87 #mrwinston… https://t.co/cUL4JV0spS,,,,,,,,,,,,,,,,,,,,
I suck at shooters #KOUHAIGANG #RIPKOBE&amp;GIGI https://t.co/xvVEMtkUiU,,,,,,,,,,,,,,,,,,,,
#Drake honors #KobeBryant in ‘Toosie Slide' Music Video 🐐🔥🔥 #ripkobe https://t.co/PJUnD8mGl4,,,,,,,,,,,,,,,,,,,,
Drake honors Kobe Bryant in ‘Toosie Slide' Music Video 🐐🔥🔥 #ripkobe https://t.co/ASsEfeNXiq,,,,,,,,,,,,,,,,,,,,
@XXL The halo over Kobe Jersey is cool as fuck #ripkobe,,,,,,,,,,,,,,,,,,,,
I'm selling a brand new pair of Nike Kobe Bryant Mamba Rage Premium sneakers in the red-black colorway in SZ 13 on… https://t.co/MTdzh7xRyF,,,,,,,,,,,,,,,,,,,,
"Even 2-3 gotta love how I do me....
#RIPKobe 🤧 https://t.co/A2C2cQ3XUE",,,,,,,,,,,,,,,,,,,,
LETS GET BOOSTED #KOUHAIGANG #RIPKOBE&amp;GIGI https://t.co/xvVEMtkUiU,,,,,,,,,,,,,,,,,,,,
The best of the best🙌🏼🏀‼️‼️#BlackMamba #KobeBryant #ripkobe #ballin #TheBest https://t.co/O2fadUUZHL,,,,,,,,,,,,,,,,,,,,
Kobe&amp;Bron commission. 18x24in #RipKobe https://t.co/QWjWsOrNy8,,,,,,,,,,,,,,,,,,,,
"Is it just me or whenever I see Kobe I think to myself “he still here, that boy immortal 😂 But when I see GiGi my h… https://t.co/I3U8ylUHJI",,,,,,,,,,,,,,,,,,,,
This was just another day in the office for the GOAT. #RIPKOBE https://t.co/nwQfkWUkzi,,,,,,,,,,,,,,,,,,,,
@jaquan_swain @jumac15 @cidthekid824 @Hayden97336681 @espn Mamba mentality.  I see you.  #RipKobe,,,,,,,,,,,,,,,,,,,,
KOBE FOR 3 BABY #BUCKETS #ripkobe https://t.co/m23mOSh9R1,,,,,,,,,,,,,,,,,,,,
